run_id,model,outcome,sample_id,f_name,f_space,z_kind,axis_names,delta_shape,metric_value,delta_abs_max,delta_mean,delta_std,valid_ratio,outcome_bin,delta_numel,delta_ndim,baseline,annotation_key,annotation_found,annotation_is_problem,problem_description,prompt_text,primary_bucket,secondary_buckets,source_split,annotation_role,annotation_updated,failure_factor,annotation_trace_consistent
20260528_182842_momask_original_success_091_sample_trace,MoMask original,success,hml_orig100_test_012__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 40, 512]",1.071503880167747,49.879486083984375,1.1415281295776367,12.745841026306152,1.0,0,20480,3,momask_original,hml_orig100_test_012__full::momask_original,True,False,,a person twists to the left and picks something up with their left hand.,upper_body_gesture,,test,human_diagnostic_problem_description,2026-05-27T00:10:34,,True
20260528_182842_momask_original_success_093_sample_trace,MoMask original,success,hml_orig100_test_014__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 25, 512]",1.4083568601297878,53.50570297241211,-6.935853481292725,15.44336986541748,1.0,0,12800,3,momask_original,hml_orig100_test_014__full::momask_original,True,False,,the sim is jogging in place.,object_interaction,,test,human_diagnostic_problem_description,2026-05-27T00:13:09,,True
20260528_182842_momask_original_success_094_sample_trace,MoMask original,success,hml_orig100_test_015__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 37, 512]",0.9640469869035975,49.806392669677734,-3.851982355117798,10.961645126342773,1.0,0,18944,3,momask_original,hml_orig100_test_015__full::momask_original,True,False,,a person starts slowly walking forward and then jogs some before coming to a stop.,count_duration_speed,,test,human_diagnostic_problem_description,2026-05-27T00:13:52,,True
20260528_182842_momask_original_success_096_sample_trace,MoMask original,success,hml_orig100_test_017__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 47, 512]",1.0763719856328038,49.405052185058594,-0.3216101825237274,12.683095932006836,1.0,0,24064,3,momask_original,hml_orig100_test_017__full::momask_original,True,False,,a person sits in a  chair then stands back up.,multi_action_composition,,test,human_diagnostic_problem_description,2026-05-27T00:16:24,,True
20260528_182842_momask_original_success_097_sample_trace,MoMask original,success,hml_orig100_test_018__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 49, 512]",1.1275361167472988,49.677703857421875,-1.5528669357299805,12.577112197875977,1.0,0,25088,3,momask_original,hml_orig100_test_018__full::momask_original,True,False,,a man lifts each knee to his elbow multiple times and then does a squat.,multi_action_composition,,test,human_diagnostic_problem_description,2026-05-27T00:16:56,,True
20260528_182842_momask_original_success_098_sample_trace,MoMask original,success,hml_orig100_test_019__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 20, 512]",1.131274553608987,46.53650665283203,-4.052848815917969,13.24474048614502,1.0,0,10240,3,momask_original,hml_orig100_test_019__full::momask_original,True,False,,"a man steps forward, lifts his arms then bends and stretches them.",dance_exercise,,test,human_diagnostic_problem_description,2026-05-27T00:19:24,,True
20260528_182842_motiongpt_failure_034_sample_trace,MotionGPT,failure,hml_orig100_train_035__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",0.548612687219754,38.84193420410156,14.82717514038086,11.295127868652344,1.0,1,3084,3,motiongpt,hml_orig100_train_035__full::motiongpt,True,True,左脚为支点旋转一周,a person kicked with the left leg,jump_kick,,train,human_diagnostic_problem_description,2026-05-26T23:08:13,,True
20260528_182842_motiongpt_failure_046_sample_trace,MotionGPT,failure,hml_orig100_train_047__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",0.8813551664601679,89.12487030029297,-14.812237739562988,26.02431297302246,1.0,1,3084,3,motiongpt,hml_orig100_train_047__full::motiongpt,True,True,缺少and limps another step to the left.,"a person bends slightly to grab something with his right hand then limps one step to his left, pauses, and limps another step to the left.",upper_body_gesture,,train,human_diagnostic_problem_description,2026-05-26T23:13:57,,True
20260528_182842_motiongpt_failure_049_sample_trace,MotionGPT,failure,hml_orig100_train_050__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",0.6384594249522121,46.29983901977539,-0.8361642360687256,21.675798416137695,1.0,1,3084,3,motiongpt,hml_orig100_train_050__full::motiongpt,True,True,a man walks forward and 左右摇摆,a man turns to the left and reaches up to grab something with his left hands.,object_interaction,,train,human_diagnostic_problem_description,2026-05-26T23:24:49,,True
20260528_182842_motiongpt_failure_057_sample_trace,MotionGPT,failure,hml_orig100_train_058__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",0.5587173999787229,36.87617111206055,8.175680160522461,17.13182258605957,1.0,1,3084,3,motiongpt,hml_orig100_train_058__full::motiongpt,True,True,缓慢伸右手,person quickly raises their left hand,count_duration_speed,,train,human_diagnostic_problem_description,2026-05-26T23:28:02,,True
20260528_182842_motiongpt_failure_081_sample_trace,MotionGPT,failure,hml_orig100_test_002__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",0.537983760184743,57.47032165527344,-3.3785512447357178,17.963258743286133,1.0,1,3084,3,motiongpt,hml_orig100_test_002__full::motiongpt,True,True,在原地踉跄,a person who is poised to run steps to his right with is right foot and dashes to his left.,simple_locomotion,,test,human_diagnostic_problem_description,2026-05-27T00:02:15,,True
20260528_182842_motiongpt_failure_082_sample_trace,MotionGPT,failure,hml_orig100_test_003__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",0.6567548566835433,64.23167419433594,-10.708791732788086,19.57587242126465,1.0,1,3084,3,motiongpt,hml_orig100_test_003__full::motiongpt,True,True,a person stands normally then begins hops on their left foot while their right foot is elevated then stops and stands normally.,a person stands normally then begins hops on their right foot while their left foot is elevated then stops and stands normally.,direction_turn,,test,human_diagnostic_problem_description,2026-05-27T00:03:14,,True
20260528_182842_motiongpt_failure_085_sample_trace,MotionGPT,failure,hml_orig100_test_006__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",0.6867750010394019,65.97047424316406,-10.611371040344238,20.780981063842773,1.0,1,3084,3,motiongpt,hml_orig100_test_006__full::motiongpt,True,True,this person stands still then lifts his left foot.,this person stands still then lifts his right foot.,stop_go,,test,human_diagnostic_problem_description,2026-05-27T00:04:18,,True
20260528_182842_motiongpt_failure_088_sample_trace,MotionGPT,failure,hml_orig100_test_009__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",0.5216040440439931,39.47660827636719,4.336606979370117,17.182924270629883,1.0,1,3084,3,motiongpt,hml_orig100_test_009__full::motiongpt,True,True,人物沿着8字行走和跑步，这个prompt在别的样本中出现过,a person walked forward in right direction adn jumped,jump_kick,,test,human_diagnostic_problem_description,2026-05-27T00:08:36,,True
20260528_182842_motiongpt_failure_091_sample_trace,MotionGPT,failure,hml_orig100_test_012__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",0.8074202056952468,68.56716918945312,-4.228812217712402,27.104528427124023,1.0,1,3084,3,motiongpt,hml_orig100_test_012__full::motiongpt,True,True,the person reaches forward with right hand,a person twists to the left and picks something up with their left hand.,upper_body_gesture,,test,human_diagnostic_problem_description,2026-05-27T00:10:34,,True
20260528_182842_motiongpt_failure_092_sample_trace,MotionGPT,failure,hml_orig100_test_013__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",0.8150803022357984,86.2637939453125,-8.171867370605469,26.45950698852539,1.0,1,3084,3,motiongpt,hml_orig100_test_013__full::motiongpt,True,True,"a person lowers the right hand bending down slightly to examine something, then straightens and raises something to his face with the right hand.","a person lowers the right hand bending down slightly to examine something, then straightens and raises something to his face with the left hand.",object_interaction,,test,human_diagnostic_problem_description,2026-05-27T00:12:54,,True
20260528_182842_motiongpt_failure_094_sample_trace,MotionGPT,failure,hml_orig100_test_015__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",0.9651342824443156,93.24595642089844,-8.430829048156738,31.688478469848633,1.0,1,3084,3,motiongpt,hml_orig100_test_015__full::motiongpt,True,True,a person starts slowly walking forward and then stands on left leg.,a person starts slowly walking forward and then jogs some before coming to a stop.,count_duration_speed,,test,human_diagnostic_problem_description,2026-05-27T00:13:52,,True
20260528_182842_motiongpt_failure_095_sample_trace,MotionGPT,failure,hml_orig100_test_016__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",1.127150821598945,115.08710479736328,-17.13811492919922,34.24651336669922,1.0,1,3084,3,motiongpt,hml_orig100_test_016__full::motiongpt,True,True,"a person walks up to shake with their left hand, turns slightly left and turns fast right and turns left again to shake for a final time.","a person walks up to shake with their left hand, turns slightly left to shake again, and turns left again to shake for a final time.",count_duration_speed,,test,human_diagnostic_problem_description,2026-05-27T00:16:14,,True
20260528_182842_motiongpt_failure_099_sample_trace,MotionGPT,failure,hml_orig100_test_020__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",0.7735176551477396,75.76966094970703,-2.775770664215088,26.133577346801758,1.0,1,3084,3,motiongpt,hml_orig100_test_020__full::motiongpt,True,True,没有holding the posture for several seconds保持姿势不动数秒，在将双手举过头顶后收回两侧,"a man slowly raises both arms high over his head in a stretch, holding the posture for several seconds, with his right arm stretched out to his side.",dance_exercise,,test,human_diagnostic_problem_description,2026-05-27T00:21:34,,True
20260528_182842_motiongpt_success_000_sample_trace,MotionGPT,success,hml_orig100_train_001__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",0.7011825103015998,56.22629928588867,-4.35234260559082,23.422012329101562,1.0,0,3084,3,motiongpt,hml_orig100_train_001__full::motiongpt,True,False,,a person slides from side to side 2 times then takes off running while looking forward the whole time,simple_locomotion,,train,human_diagnostic_problem_description,2026-05-28T18:24:04,,True
20260528_182842_motiongpt_success_001_sample_trace,MotionGPT,success,hml_orig100_train_002__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",0.5404024366967475,45.05786895751953,16.041540145874023,8.9315767288208,1.0,0,3084,3,motiongpt,hml_orig100_train_002__full::motiongpt,True,False,,a person looking to their right walks in a tight circle while continuing to face the same direction. they look to be slightly off balance,simple_locomotion,,train,human_diagnostic_problem_description,2026-05-28T18:24:06,,True
20260528_182842_motiongpt_success_003_sample_trace,MotionGPT,success,hml_orig100_train_004__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",1.18733786665771,103.69868469238281,-17.324466705322266,36.430782318115234,1.0,0,3084,3,motiongpt,hml_orig100_train_004__full::motiongpt,True,False,,a person walks and turns right.,simple_locomotion,,train,human_diagnostic_problem_description,2026-05-28T18:24:09,,True
20260528_182842_motiongpt_success_004_sample_trace,MotionGPT,success,hml_orig100_train_005__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",0.5158792332484393,36.26783752441406,5.687294960021973,16.578832626342773,1.0,0,3084,3,motiongpt,hml_orig100_train_005__full::motiongpt,True,False,,the person is stepping forward.,simple_locomotion,,train,human_diagnostic_problem_description,2026-05-28T18:24:10,,True
20260528_182842_motiongpt_success_005_sample_trace,MotionGPT,success,hml_orig100_train_006__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",0.7353900777931579,84.66751861572266,-11.822439193725586,22.0111141204834,1.0,0,3084,3,motiongpt,hml_orig100_train_006__full::motiongpt,True,False,,"a person picks up a cloth/sponge with their right hand, then walks over to an object, lifts it with their left hand and washes/wipes it with the cloth.",simple_locomotion,,train,human_diagnostic_problem_description,2026-05-28T18:24:11,,True
20260528_182842_motiongpt_success_006_sample_trace,MotionGPT,success,hml_orig100_train_007__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",1.033845151421859,80.38906860351562,-11.98621940612793,33.016937255859375,1.0,0,3084,3,motiongpt,hml_orig100_train_007__full::motiongpt,True,False,,a person takes a few steps curving to the left.,simple_locomotion,,train,human_diagnostic_problem_description,2026-05-28T18:24:13,,True
20260528_182842_motiongpt_success_007_sample_trace,MotionGPT,success,hml_orig100_train_008__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",0.6798330776413571,58.070465087890625,-8.87175464630127,21.32583999633789,1.0,0,3084,3,motiongpt,hml_orig100_train_008__full::motiongpt,True,False,,a man walks forward slowly in a jagged line.,simple_locomotion,,train,human_diagnostic_problem_description,2026-05-28T18:24:14,,True
20260528_182842_motiongpt_success_008_sample_trace,MotionGPT,success,hml_orig100_train_009__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",0.5164549115220072,35.760276794433594,1.437553882598877,17.487781524658203,1.0,0,3084,3,motiongpt,hml_orig100_train_009__full::motiongpt,True,False,,"a person steps back, sits down, stands up and steps forward.",direction_turn,,train,human_diagnostic_problem_description,2026-05-28T18:24:16,,True
20260528_182842_motiongpt_success_009_sample_trace,MotionGPT,success,hml_orig100_train_010__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",0.5745433594030491,42.557960510253906,0.6521828770637512,19.50944709777832,1.0,0,3084,3,motiongpt,hml_orig100_train_010__full::motiongpt,True,False,,a person walks at a left bend.,direction_turn,,train,human_diagnostic_problem_description,2026-05-28T18:24:17,,True
20260528_182842_motiongpt_success_010_sample_trace,MotionGPT,success,hml_orig100_train_011__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",0.5967739861107698,40.80630111694336,15.491896629333496,13.080623626708984,1.0,0,3084,3,motiongpt,hml_orig100_train_011__full::motiongpt,True,False,,someone with outstretched arms spins counterclockwise,direction_turn,,train,human_diagnostic_problem_description,2026-05-28T18:24:18,,True
20260528_182842_motiongpt_success_011_sample_trace,MotionGPT,success,hml_orig100_train_012__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",0.4358000815152378,43.080142974853516,-2.4565069675445557,14.601287841796875,1.0,0,3084,3,motiongpt,hml_orig100_train_012__full::motiongpt,True,False,,a man throws object with his left hand.,direction_turn,,train,human_diagnostic_problem_description,2026-05-28T18:24:20,,True
20260528_182842_motiongpt_success_012_sample_trace,MotionGPT,success,hml_orig100_train_013__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",0.6683972091597066,59.54240798950195,-9.653826713562012,20.5549373626709,1.0,0,3084,3,motiongpt,hml_orig100_train_013__full::motiongpt,True,False,,the man walk and turn like a haf sercle and stops.,direction_turn,,train,human_diagnostic_problem_description,2026-05-28T18:24:21,,True
20260528_182842_motiongpt_success_013_sample_trace,MotionGPT,success,hml_orig100_train_014__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",0.5855813595872245,61.845558166503906,-5.939150333404541,18.988208770751953,1.0,0,3084,3,motiongpt,hml_orig100_train_014__full::motiongpt,True,False,,a person walks and does a 180 degree turn.,direction_turn,,train,human_diagnostic_problem_description,2026-05-28T18:24:23,,True
20260528_182842_motiongpt_success_014_sample_trace,MotionGPT,success,hml_orig100_train_015__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",0.42652248608892357,46.840415954589844,-1.1997026205062866,14.441530227661133,1.0,0,3084,3,motiongpt,hml_orig100_train_015__full::motiongpt,True,False,,"a person standing in place holds a ball with both hands, then throws the ball with left hand and catches the ball with both hands, then throws the ball and catches the ball again.",direction_turn,,train,human_diagnostic_problem_description,2026-05-28T18:24:25,,True
20260528_182842_motiongpt_success_015_sample_trace,MotionGPT,success,hml_orig100_train_016__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",0.6565635833687118,59.3922004699707,-2.392246961593628,22.17837142944336,1.0,0,3084,3,motiongpt,hml_orig100_train_016__full::motiongpt,True,False,,a person walks to the right in a partial circle.,direction_turn,,train,human_diagnostic_problem_description,2026-05-28T18:24:26,,True
20260528_182842_motiongpt_success_016_sample_trace,MotionGPT,success,hml_orig100_train_017__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",1.069384041588507,105.67622375488281,-13.493789672851562,33.734066009521484,1.0,0,3084,3,motiongpt,hml_orig100_train_017__full::motiongpt,True,False,,person standing begins moving arms with hands coming together then apart and then raising arms above head,stop_go,,train,human_diagnostic_problem_description,2026-05-28T18:24:27,,True
20260528_182842_motiongpt_success_017_sample_trace,MotionGPT,success,hml_orig100_train_018__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",0.7003166378272041,49.80022430419922,8.105769157409668,22.370275497436523,1.0,0,3084,3,motiongpt,hml_orig100_train_018__full::motiongpt,True,False,,a standing person performs a cartwheel starting with their left hand,stop_go,,train,human_diagnostic_problem_description,2026-05-28T18:24:29,,True
20260528_182842_motiongpt_success_018_sample_trace,MotionGPT,success,hml_orig100_train_019__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",0.4016917317884908,42.65017318725586,4.470290184020996,12.89475154876709,1.0,0,3084,3,motiongpt,hml_orig100_train_019__full::motiongpt,True,False,,"a person quickly sprints in a figure-eight pattern, stopping briefly at each side to carefully turn.",stop_go,,train,human_diagnostic_problem_description,2026-05-28T18:24:31,,True
20260528_182842_motiongpt_success_019_sample_trace,MotionGPT,success,hml_orig100_train_020__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",0.823377975804131,99.04080963134766,-9.788734436035156,26.206090927124023,1.0,0,3084,3,motiongpt,hml_orig100_train_020__full::motiongpt,True,False,,the man is standing still like a statue.,stop_go,,train,human_diagnostic_problem_description,2026-05-28T18:24:32,,True
20260528_182842_motiongpt_success_020_sample_trace,MotionGPT,success,hml_orig100_train_021__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",0.4307893448724487,33.94118881225586,-3.475975513458252,14.217497825622559,1.0,0,3084,3,motiongpt,hml_orig100_train_021__full::motiongpt,True,False,,a standing person scratches their head.,stop_go,,train,human_diagnostic_problem_description,2026-05-28T18:24:34,,True
20260528_182842_motiongpt_success_021_sample_trace,MotionGPT,success,hml_orig100_train_022__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",0.3262481629672128,29.107837677001953,6.484381198883057,8.989830017089844,1.0,0,3084,3,motiongpt,hml_orig100_train_022__full::motiongpt,True,False,,robot walking forward slowly and then stopped.,stop_go,,train,human_diagnostic_problem_description,2026-05-28T18:24:35,,True
20260528_182842_motiongpt_success_022_sample_trace,MotionGPT,success,hml_orig100_train_023__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",0.4563845341548173,33.95748519897461,6.121994495391846,14.24614429473877,1.0,0,3084,3,motiongpt,hml_orig100_train_023__full::motiongpt,True,False,,a person is walking taking big steps across the floor then suddenly stops.,stop_go,,train,human_diagnostic_problem_description,2026-05-28T18:24:36,,True
20260528_182842_motiongpt_success_023_sample_trace,MotionGPT,success,hml_orig100_train_024__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",0.3326951778757888,28.549348831176758,7.009518623352051,8.867623329162598,1.0,0,3084,3,motiongpt,hml_orig100_train_024__full::motiongpt,True,False,,"a figure walks in a straight line, turns and sits facing away, then stands and walks away",stop_go,,train,human_diagnostic_problem_description,2026-05-28T18:24:37,,True
20260528_182842_motiongpt_success_024_sample_trace,MotionGPT,success,hml_orig100_train_025__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",0.5215781173368027,46.93013381958008,5.935276985168457,16.69731330871582,1.0,0,3084,3,motiongpt,hml_orig100_train_025__full::motiongpt,True,False,,"a person picks something up, walks forward, sets it down, walks back and squats down.",sit_squat_posture,,train,human_diagnostic_problem_description,2026-05-28T18:24:39,,True
20260528_182842_motiongpt_success_025_sample_trace,MotionGPT,success,hml_orig100_train_026__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",0.451516651960569,42.76102828979492,-8.262455940246582,12.925232887268066,1.0,0,3084,3,motiongpt,hml_orig100_train_026__full::motiongpt,True,False,,person take a step back then sits down then getting back up and stepping forward.,sit_squat_posture,,train,human_diagnostic_problem_description,2026-05-28T18:24:40,,True
20260528_182842_motiongpt_success_026_sample_trace,MotionGPT,success,hml_orig100_train_027__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",1.5006519370224927,149.94349670410156,-18.125579833984375,47.65459442138672,1.0,0,3084,3,motiongpt,hml_orig100_train_027__full::motiongpt,True,False,,a person bends and holds their head with their left hand.,sit_squat_posture,,train,human_diagnostic_problem_description,2026-05-28T18:24:41,,True
20260528_182842_motiongpt_success_027_sample_trace,MotionGPT,success,hml_orig100_train_028__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",1.1554947855738216,118.06755828857422,-16.5600528717041,35.594764709472656,1.0,0,3084,3,motiongpt,hml_orig100_train_028__full::motiongpt,True,False,,"a persons walks forward, bends down to pick something up, then walks in a circle and sets it back down.",sit_squat_posture,,train,human_diagnostic_problem_description,2026-05-28T18:24:42,,True
20260528_182842_motiongpt_success_028_sample_trace,MotionGPT,success,hml_orig100_train_029__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",0.7862312873900423,86.29592895507812,-11.037745475769043,24.32544708251953,1.0,0,3084,3,motiongpt,hml_orig100_train_029__full::motiongpt,True,False,,a person sits down with both hands on his knees.,sit_squat_posture,,train,human_diagnostic_problem_description,2026-05-28T18:24:44,,True
20260528_182842_motiongpt_success_029_sample_trace,MotionGPT,success,hml_orig100_train_030__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",0.5681280197906124,51.40330123901367,3.259479284286499,19.025188446044922,1.0,0,3084,3,motiongpt,hml_orig100_train_030__full::motiongpt,True,False,,"a man walks over , sits down , then walks back.",sit_squat_posture,,train,human_diagnostic_problem_description,2026-05-28T18:24:45,,True
20260528_182842_motiongpt_success_030_sample_trace,MotionGPT,success,hml_orig100_train_031__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",0.8134442141215562,72.5689926147461,-1.7945798635482788,27.578773498535156,1.0,0,3084,3,motiongpt,hml_orig100_train_031__full::motiongpt,True,False,,a man kneels to the ground one leg at a time starting with the right leg,sit_squat_posture,,train,human_diagnostic_problem_description,2026-05-28T18:24:47,,True
20260528_182842_motiongpt_success_031_sample_trace,MotionGPT,success,hml_orig100_train_032__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",0.6207201726952817,68.85480499267578,-2.6792385578155518,20.9183406829834,1.0,0,3084,3,motiongpt,hml_orig100_train_032__full::motiongpt,True,False,,a person sitting quickly reaches around them and grabs objects.,sit_squat_posture,,train,human_diagnostic_problem_description,2026-05-28T18:24:48,,True
20260528_182842_motiongpt_success_032_sample_trace,MotionGPT,success,hml_orig100_train_033__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",0.8930103416909386,98.63261413574219,-5.107039451599121,29.907482147216797,1.0,0,3084,3,motiongpt,hml_orig100_train_033__full::motiongpt,True,False,,the woman angerily kicked at the ground with her left foot.,jump_kick,,train,human_diagnostic_problem_description,2026-05-28T18:24:53,,True
20260528_182842_motiongpt_success_033_sample_trace,MotionGPT,success,hml_orig100_train_034__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",0.4637728890451686,30.982107162475586,0.8888979554176331,15.731781005859375,1.0,0,3084,3,motiongpt,hml_orig100_train_034__full::motiongpt,True,False,,a person kicked something with left leg,jump_kick,,train,human_diagnostic_problem_description,2026-05-28T18:24:52,,True
20260528_182842_motiongpt_success_035_sample_trace,MotionGPT,success,hml_orig100_train_036__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",0.516921312722124,34.6434440612793,0.23004886507987976,17.561105728149414,1.0,0,3084,3,motiongpt,hml_orig100_train_036__full::motiongpt,True,False,,the person took a jump forward.,jump_kick,,train,human_diagnostic_problem_description,2026-05-26T23:08:19,,True
20260528_182842_motiongpt_success_037_sample_trace,MotionGPT,success,hml_orig100_train_038__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",0.42847853552786785,32.061767578125,-0.02571551315486431,14.557710647583008,1.0,0,3084,3,motiongpt,hml_orig100_train_038__full::motiongpt,True,False,,the man kicks at something with his left leg.,jump_kick,,train,human_diagnostic_problem_description,2026-05-26T23:09:45,,True
20260528_182842_motiongpt_success_038_sample_trace,MotionGPT,success,hml_orig100_train_039__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",0.5813865513494633,44.33262634277344,17.108793258666992,9.872391700744629,1.0,0,3084,3,motiongpt,hml_orig100_train_039__full::motiongpt,True,False,,person is practicing their long jump,jump_kick,,train,human_diagnostic_problem_description,2026-05-26T23:09:53,,True
20260528_182842_motiongpt_success_039_sample_trace,MotionGPT,success,hml_orig100_train_040__full,token_logits,motion_vocab_logits_slice,decoder_prefix,"['batch', 'decoder_step', 'motion_vocab']","[1, 6, 514]",0.6159825242069047,55.63577651977539,-8.131604194641113,19.283905029296875,1.0,0,3084,3,motiongpt,hml_orig100_train_040__full::motiongpt,True,False,,"someone jumps over something, turns around and jumps back over it, before getting ready to jump over it again.",jump_kick,,train,human_diagnostic_problem_description,2026-05-26T23:10:20,,True
